 8.61000000e+01 1.85600000e+02 2.75600000e+02 4.86900000e+02 2.79300000e+02 8.79000000e+01 5.17000000e+01 1.00000000e-01 3.00000000e-01 3.30000000e+00 5.20000000e+00 8.30000000e+00
 1.21900000e+02 1.78800000e+02 3.75700000e+02 4.26900000e+02 1.52300000e+02 2.09000000e+01 1.70000000e+01 1.75000000e+01 1.80000000e+00 6.60000000e+00 4.90000000e+00 5.00000000e+00
 2.42000000e+01 4.27000000e+01 1.92600000e+02 2.90400000e+02 2.02500000e+02 2.90000000e+00 1.23000000e+01 8.40000000e+00 2.00000000e-01 2.00000000e-01 1.12000000e+01 2.93000000e+01
 1.65400000e+02 5.85000000e+01 1.85100000e+02 8.86000000e+01 3.94000000e+01 1.68000000e+01 8.30000000e+00 5.20000000e+00 6.00000000e-01 6.00000000e-01 8.00000000e-01 8.30000000e+00
 6.56000000e+01 8.35000000e+01 2.12000000e+02 1.76500000e+02 1.98300000e+02 2.44000000e+01 3.30000000e+00 1.50000000e+00 5.90000000e+00 1.10000000e+00 9.60000000e+00 4.10000000e+01
 1.90200000e+02 1.46800000e+02 2.20100000e+02 3.13000000e+02 1.24000000e+02 5.35000000e+01 6.87000000e+01 7.93000000e+01 5.32000000e+01 0.00000000e+00 4.00000000e-01 8.50000000e+00
 9.05000000e+01 6.19000000e+01 1.43100000e+02 4.87900000e+02 4.34000000e+01 8.30000000e+01 9.00000000e+00 7.00000000e-01 9.00000000e-01 1.50000000e+00 3.10000000e+00 1.10000000e+01
 2.28700000e+02 4.65000000e+01 2.56600000e+02 3.97600000e+02 1.77000000e+02 8.24000000e+01 5.17000000e+01 1.50000000e+00 1.00000000e+00 2.40000000e+00 5.20000000e+00 5.70000000e+00
 1.30900000e+02 2.31800000e+02 3.37000000e+02 3.20700000e+02 1.98800000e+02 9.00000000e+01 3.90000000e+00 1.80000000e+00 9.00000000e-01 5.00000000e-01 1.70000000e+00 8.00000000e+00
 3.89200000e+02 2.98800000e+02 2.79600000e+02 9.11000000e+01 2.56000000e+01 1.31600000e+02 4.77000000e+01 1.60000000e+00 4.40000000e+00 3.00000000e-01 2.00000000e-01 1.70000000e+00
 1.07000000e+01 5.53000000e+01 1.87900000e+02 1.39200000e+02 2.11000000e+02 1.11200000e+02 1.15000000e+01 1.10000000e+00 2.00000000e-01 0.00000000e+00 1.00000000e-01 9.50000000e+00
 1.33000000e+01 9.66000000e+01 2.08000000e+02 2.89800000e+02 2.54600000e+02 1.15800000e+02 1.14000000e+01 3.90000000e+00 2.10000000e+00 1.40000000e+00 1.20000000e+00 3.50000000e+00
 3.15000000e+01 2.30800000e+02 1.62500000e+02 2.64900000e+02 1.07000000e+02 7.23000000e+01 9.90000000e+00 3.00000000e-01 4.00000000e-01 2.00000000e-01 9.00000000e-01 3.31000000e+01
 3.74000000e+01 2.39100000e+02 1.60500000e+02 2.75600000e+02 1.11300000e+02 7.67000000e+01 8.00000000e+00 4.00000000e-01 3.00000000e-01 3.00000000e-01 8.00000000e-01 3.45000000e+01
 9.25000000e+01 3.55000000e+01 2.69100000e+02 3.66800000e+02 1.34700000e+02 5.58000000e+01 5.30000000e+00 1.18000000e+01 0.00000000e+00 1.20000000e+00 3.00000000e-01 1.90000000e+00
 1.12000000e+02 2.15000000e+02 3.57000000e+02 5.11000000e+02 3.00000000e+02 1.36000000e+02 1.10000000e+02 2.50000000e+01 2.00000000e+00 3.70000000e+00 1.40000000e+00 5.40000000e+00
 6.20000000e+01 2.70000000e+01 1.18000000e+02 1.66000000e+02 6.90000000e+01 3.10000000e+01 7.20000000e+00 0.00000000e+00 0.00000000e+00 8.00000000e-01 9.00000000e-01 2.46000000e+02
 3.52000000e+02 1.74000000e+02 2.34000000e+02 2.63000000e+02 1.12000000e+02 6.00000000e+01 7.80000000e+01 1.60000000e+01 2.00000000e-01 5.40000000e+01 5.60000000e+00 6.40000000e+00
 3.60000000e+01 2.18000000e+02 1.50000000e+02 8.70000000e+01 3.60000000e+01 5.10000000e+01 2.20000000e+00 0.00000000e+00 0.00000000e+00 7.00000000e-01 1.30000000e+00 1.70000000e+00
 3.40000000e+01 8.00000000e+01 7.70000000e+01 1.67000000e+02 1.02000000e+02 8.70000000e+01 4.40000000e+01 7.00000000e-01 6.00000000e-01 3.00000000e-01 5.40000000e+00 6.90000000e+00
 4.80000000e+01 9.50000000e+01 1.73000000e+02 1.74000000e+02 1.51000000e+02 1.80000000e+01 8.80000000e+00 2.00000000e-01 2.80000000e+00 1.50000000e+00 3.90000000e+00 7.00000000e+00
 8.86000000e+01 1.46200000e+02 2.93200000e+02 2.39400000e+02 3.17000000e+01 2.52000000e+01 1.07000000e+02 1.60000000e+00 1.90000000e+00 6.00000000e-01 3.00000000e-01 1.41000000e+01
 1.82600000e+02 8.39000000e+01 1.37700000e+02 2.16000000e+02 5.83000000e+01 3.19000000e+01 8.00000000e-01 7.00000000e-01 1.40000000e+00 6.00000000e-01 1.40000000e+00 2.81000000e+01
 7.19000000e+01 2.05900000e+02 3.82800000e+02 1.91500000e+02 1.42200000e+02 5.08000000e+01 6.76000000e+01 1.10000000e+00 7.00000000e-01 3.50000000e+00 2.80000000e+00 2.18000000e+01
 1.02700000e+02 2.50400000e+02 1.42600000e+02 2.62200000e+02 1.25200000e+02 2.99000000e+01 6.72000000e+01 1.80000000e+00 3.00000000e-01 1.30000000e+00 5.90000000e+00 7.98000000e+01
 1.56000000e+02 2.72700000e+02 3.85100000e+02 3.01700000e+02 1.92100000e+02 8.55000000e+01 3.10000000e+01 3.60000000e+00 1.90000000e+00 1.80000000e+00 2.00000000e-01 2.04000000e+01
 1.73800000e+02 2.75300000e+02 2.78800000e+02 3.19500000e+02 1.77200000e+02 6.73000000e+01 4.48000000e+01 0.00000000e+00 5.00000000e-01 2.90000000e+00 1.16000000e+01 8.30000000e+00
